phase,priority,site_num,domain,city,image_path,dimensions,file_size_target,unique,visual_description,status,notes
"3 — Location (city-specific, one per location page)",1121,34,walsenburgleak repairpros.com,Walsenburg,images/locations/neighborhood-32-walsenburg.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Walsenburg neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1122,34,walsenburgleak repairpros.com,Walsenburg,images/locations/neighborhood-33-walsenburg.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Walsenburg neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1123,35,florenceleakrepairpros.com,Florence,images/locations/downtown-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Florence — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1124,35,florenceleakrepairpros.com,Florence,images/locations/north-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Florence residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1125,35,florenceleakrepairpros.com,Florence,images/locations/south-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Florence residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1126,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-04-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1127,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-05-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1128,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-06-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1129,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-07-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1130,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-08-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1131,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-09-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1132,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-10-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1133,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-11-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1134,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-12-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1135,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-13-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1136,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-14-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1137,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-15-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1138,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-16-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1139,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-17-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1140,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-18-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1141,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-19-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1142,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-20-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1143,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-21-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1144,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-22-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1145,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-23-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1146,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-24-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1147,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-25-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1148,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-26-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1149,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-27-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1150,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-28-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1151,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-29-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1152,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-30-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1153,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-31-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1154,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-32-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1155,35,florenceleakrepairpros.com,Florence,images/locations/neighborhood-33-florence.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Florence neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1156,36,salidaleak repairpros.com,Salida,images/locations/downtown-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Salida — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1157,36,salidaleak repairpros.com,Salida,images/locations/north-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Salida residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1158,36,salidaleak repairpros.com,Salida,images/locations/south-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Salida residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1159,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-04-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1160,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-05-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1161,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-06-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1162,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-07-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1163,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-08-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1164,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-09-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1165,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-10-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1166,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-11-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1167,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-12-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1168,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-13-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1169,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-14-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1170,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-15-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1171,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-16-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1172,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-17-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1173,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-18-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1174,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-19-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1175,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-20-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1176,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-21-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1177,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-22-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1178,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-23-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1179,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-24-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1180,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-25-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1181,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-26-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1182,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-27-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1183,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-28-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1184,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-29-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1185,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-30-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1186,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-31-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 31 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1187,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-32-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 32 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1188,36,salidaleak repairpros.com,Salida,images/locations/neighborhood-33-salida.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Salida neighborhood 33 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1189,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/downtown-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Downtown Buena Vista — main street or recognizable landmark,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1190,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/north-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,North Buena Vista residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1191,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/south-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,South Buena Vista residential area,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1192,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-04-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 4 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1193,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-05-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 5 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1194,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-06-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 6 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1195,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-07-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 7 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1196,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-08-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 8 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1197,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-09-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 9 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1198,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-10-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 10 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1199,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-11-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 11 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1200,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-12-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 12 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1201,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-13-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 13 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1202,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-14-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 14 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1203,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-15-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 15 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1204,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-16-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 16 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1205,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-17-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 17 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1206,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-18-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 18 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1207,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-19-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 19 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1208,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-20-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 20 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1209,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-21-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 21 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1210,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-22-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 22 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1211,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-23-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 23 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1212,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-24-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 24 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1213,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-25-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 25 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1214,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-26-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 26 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1215,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-27-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 27 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1216,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-28-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 28 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1217,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-29-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 29 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
"3 — Location (city-specific, one per location page)",1218,37,buenavistaleakrepairpros.com,Buena Vista,images/locations/neighborhood-30-buena-vista.jpg,800 x 500 px,< 120 KB,YES — must show actual location,Buena Vista neighborhood 30 — fill with actual name when site is built,TODO,"Street photo, aerial, or recognizable area landmark. No text overlay needed."
